Origin,Dest,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
TUR,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,148983,140702,128419,122891,175579,169616,161919,101068
MAR,MLT,,,,,,,,,,,,,,,,,,,,,,,,,2,4,7,7,7,8,8,8,8,8,7
MMR,IND,,,,,,,,,,,,,,,,,,,169,245,342,440,463,588,696,779,876,1043,940,1162,1471,1812,1812,1967,2952
SOM,EGY,,,,,,,,,,,,,,600,761,996,1320,4869,6066,6058,4775,3493,3546,3119,2568,2610,1177,1639,3068,3809,3940,4317,5139,5600,6096
GTM,GBR,,,,,,,,,,,,,,7,7,5,2,1,,,,,,,,,,,,,,,,,
GHA,GRC,,,,,,,,,,,,,,,,,,,15,15,,,,,,,5,6,6,6,5,5,4,4,3
TKM,UKR,,,,,,,,,,,,,,,,,,,,,,,,5,7,8,8,8,8,4,,4,4,4,4
KIR,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1
URY,CHE,,,,,,,,,,,,,,,,,,,,11,,,,1,,,,,,,,,,,0
TUN,SEN,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,
MDV,PAN,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,
TON,AUS,,,,,,,,,,,,,,,,,,,,,,3,3,2,2,3,1,1,1,1,,,1,3,3
ZAF,DNK,,,,,,,,,,,,,,,15,7,4,3,3,3,2,2,3,2,2,2,1,1,1,1,1,1,,,0
TCD,COG,,,,,,,,,1000,,,770,1430,1410,2321,550,2247,2209,2156,2109,,,3,295,220,220,220,76,79,83,83,86,90,89,51
HUN,ECU,,,,,,,,,,,,,,,,,,,2,2,,,2,2,2,2,1,,,,,,,,
*VA,TCD,,,,,,,,,,,,,,,,,,,,,,100,,,,,23,351,,5273,5330,5318,5286,5286,5286
TUR,HUN,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,17,30,50,60,69,78,78,76
IRN,BEL,,,,,,,,,,,,,,,,,,,,,,1645,1645,420,419,313,243,179,171,207,327,379,347,305,339
SAU,SWE,,,,,,,,,,,,,,,,,,,4,5,5,5,5,5,,6,6,6,3,3,3,3,2,2,3
AFG,ZAF,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,15,15,15,18,18,18,18,18
*ST,CHE,,,,,,,,,,,,,,,,,,,,174,,,86,69,69,58,60,64,17,134,174,51,109,80,5
SOM,LBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1
UKR,USA,,,,,,,,,,,,,,,,,,7,61,252,543,835,1183,1441,10086,17231,24097,28967,33724,28484,24256,43607,1912,1729,1570
MNG,CHE,,,,,,,,,,,,,,,,,,,,,,,,,,,7,10,9,15,19,35,27,43,44
FJI,CAN,,,,,,,,,,,,,,,,,,,,38,27,17,20,23,,13,33,173,313,433,455,458,515,523,528
MLT,USA,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,,,1,1,2,5,5,5,3
MYS,DNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
BLR,LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,4,5,5,7
NGA,NIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,
ERI,MAR,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,8,8,,1,1,1,2
CHE,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,6,9,28,23,18,4
TUR,USA,,,,,,,,,,,,,,,,,,6,10,13,39,66,89,113,152,194,281,356,279,318,354,520,556,565,603
RUS,PER,,,,,,,,,,,,,,,,,,,7,7,42,78,5,2,16,16,19,19,19,19,19,18,18,17,17
GNB,PRT,,,,,,,,,,,,,,,,,,,,,,1,1,1,,14,15,15,14,14,14,15,15,19,13
MAC,ZAF,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,
CHN,ZWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
HUN,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,2540,2349,1640,2398,2161,1975,128,133
GIN,POL,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,,
NER,NLD,,,,,,,,,,,,,,,,,,6,6,6,7,9,9,11,,36,44,49,61,69,75,75,83,81,84
AFG,FRA,,,,,,,,,,,,,,,,,,,,,,1277,1236,1158,1119,1190,1284,1256,1167,1220,1228,1238,1273,1345,1567
MAR,FIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,8,8,8,9,10,10
BDI,LBN,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,4,1,,,,,
SOM,QAT,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,,,,,,,,
UKR,CZE,,,,,,,,,,,,,,,,,,,,,,49,52,52,20,18,21,23,34,38,45,63,78,85,87
BGD,HUN,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,0
MMR,AUS,,,,,,,,,,,,,,,,,,,,,,1612,1760,1712,1275,962,773,732,684,651,967,2558,433,455,489
PHL,AUS,,,,,,,,,,,,,,,,,,,,,,21,15,41,40,37,27,32,7,7,9,9,25,10,11
RUS,SVK,,,,,,,,,,,,,,,,,,,,,,25,54,13,13,16,22,24,17,14,14,14,14,14,15
BGD,LBY,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,
EGY,UKR,,,,,,,,,,,,,,,,,,,,,,,,5,2,2,4,4,4,4,4,4,4,2,2
SLV,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,35,29,18,24,22,23,12
LBY,DNK,,,,,,,,,,,,,,,2,2,3,3,9,9,8,8,9,14,34,35,33,34,36,38,31,32,32,28,26
LTU,PER,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ZAF,SYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0
*ST,LKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,
BIH,CZE,,,,,,,,,,,,,,,,,,,,,,787,36,39,38,25,21,19,15,15,13,11,11,11,11
MUS,ZWE,,,,,,,,,,,,,,,,,,,,,,,,,,24,24,24,47,,,,,,
CHL,NZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,6,6,6,6,6
ERI,PHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
IRN,KHM,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,,,,,,,
USA,PAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1
BLZ,NLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0
CMR,ETH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,
ETH,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,8134,7966,6669,5146,2739,3412,3584,4631
COD,NAM,,,,,,,,,,,,,,,,,,,6,12,15,18,68,60,137,,4,2,998,100,554,638,642,675,964
LBN,GBR,,,,,,,,,,,,,,108,312,492,606,1240,1527,1545,1595,1645,1668,1635,,1245,1130,495,229,206,193,100,64,69,73
SRB,GRC,,,,,,,,,,,,,,,,,,,38,38,25,13,13,,,,11,35,35,32,32,30,28,12,11
CMR,BEN,,,,,,,,,,,,,,,,,,,8,20,35,42,48,48,48,51,52,54,54,54,54,10,13,12,12
KWT,AZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,
TGO,FIN,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,2,5,6,6,7,5,5,5
ROU,LBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
COG,GRC,,,,,,,,,,,,,,,,,,,2,2,,,,,,,1,5,5,4,4,4,4,4,0
BDI,ESP,,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,2,2,3,3,3,3,3,2,1,1,4,4
LBN,CHE,,,,,,,,,,,,,,,,,,,,,,,54,20,63,60,64,63,55,38,34,32,33,47,57
POL,NLD,,,,,,,,,,,,,,,,,,222,233,241,204,168,158,116,,59,49,32,21,13,12,5,3,,
DJI,BEL,,,,,,,,,,,,,,,,,,,,,,,,3,,10,,8,24,58,92,85,59,50,59
ZWE,SWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,15,23,24,27,32
IRN,COL,,,,,,,,,,,,,,,,,,,12,11,10,10,10,10,10,13,14,12,10,3,4,2,2,2,2
EST,ARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,,
*ST,NOR,,,,,,,,,,,,,,,,,,,,,,,344,370,1762,1701,1580,272,381,481,569,655,942,1345,1765
ALB,IRL,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,45,70,114,141,153,170,175,175
UGA,YEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,0
TCD,GAB,,,,,,,,,,,,,,,,,,,,120,134,148,150,148,1423,39,189,1053,1312,1216,874,905,897,940,954
SYC,USA,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,,31,26,32,34,40,40,39,37
RWA,GBR,,,,,,,,,,,,,,3,3,2,2,2,1,,,,115,275,,690,1210,1635,1872,1968,1995,2008,1910,1752,1627
LBR,GMB,,,,,,,,,,,,,,,,69,227,316,160,,,155,129,150,50,131,131,131,770,820,780,771,795,762,728
TGO,BEL,,,,,,,,,,,,,,,,,,,,,,,,101,72,107,40,25,20,19,47,84,101,112,112
CMR,PAN,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,3,4,4,4,4,4,4,4,4,4
CAF,MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,1,1,3
LBN,ECU,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,4,5
TUR,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
KEN,MWI,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,,,0
MAR,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
IND,AUT,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,6,3,3,3,4,9,10,23,37
AFG,NLD,,,,,,,,,,,,,,,,,,610,1003,2050,4940,7830,12003,15958,,23629,26024,26001,26433,25907,25086,21357,17296,13477,9383
CIV,MYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3
TKM,KGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,
JOR,ITA,,,,,,,,,2,3,3,3,4,7,7,7,7,7,5,4,4,4,4,1,,2,2,2,2,3,3,3,4,4,5
TGO,POL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,3,3
JOR,CAN,,,,,,,,,,,,,,,,,,,,147,211,275,276,295,,296,156,112,86,82,141,217,300,308,304
POL,IRL,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,41,52,54,54,54,54,54,52
ZWE,NGA,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGA,ITA,,,,,,11,11,15,16,21,30,32,31,25,27,27,27,23,22,17,10,3,2,2,,2,2,2,2,7,7,7,16,19,22
IND,ZWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
GAB,CMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6
MAR,SWE,,,,,,,,,,,,,,,,9,23,36,50,60,60,61,62,65,,61,49,41,35,29,39,42,47,47,55
ARE,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,2,2,6,9,10,13,28,30
GHA,CIV,,,,,,,,,150,200,220,160,120,110,100,100,90,80,82,75,68,62,61,65,65,57,20,20,20,20,20,39,5,4,4
COD,HKG,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,4,3,2,5,3,1,4,3
BIH,LUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SEN,CIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0
ARM,FRA,,,,,,,,,,,,,,,,,,,,,,423,455,479,441,390,428,481,571,777,1267,1464,1716,2187,2803
SLE,ISR,,,,,,,,,,,,,,,,,,,,,,,,,96,108,125,142,142,68,69,4,4,2,2
SEN,ROU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,3,3,3
CAF,ARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2
POL,GRC,,,,,,,,80,90,350,680,310,530,710,1270,,,,970,970,,,,,,,1655,,,,,,,,
ECU,CHL,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,3,8,10,10,
HTI,CUB,,,,,,,,,,,,,,,,,,1075,46,21,15,10,2,1,1,1,1,1,1,1,1,1,1,1,1
*PA,HUN,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,24,31,64,101,96,96,95,110
IND,ARG,,,,,,,,,,,,,,,,,,,1,5,,,,7,14,13,16,16,20,25,28,28,27,34,37
LBY,CHL,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,
RUS,PRT,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,1,1,1,4,5,7,7
*PA,SYR,,,,,,,,9800,9110,,9140,700,,,,,,,,,,,,,,,,,,8,8,9,974,1165,631
NOR,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,12,1,,,
IRN,MYS,,,,,,,,,,,,,,,,,,,11,30,19,8,6,4,4,8,8,8,6,13,11,13,18,18,17
NGA,BRA,,,,,,,,,,,,,,,,,,,,,11,9,27,32,21,25,25,28,27,27,25,26,27,27,28
ESH,CHE,,,,,,,,,,,,,,,,,,,,,,,,4,6,6,7,6,8,9,9,9,8,8,8
*PA,CHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,1,1
AFG,ZWE,,,,,,,,,,,,,,,,,,,5,10,,,,23,23,82,82,82,82,22,,,,,
DEU,BEL,,,,,,,,,,,,,,,,,,,,,,,,,7,,7,7,6,6,5,4,4,4,4
ERI,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,2553,2754,2974,2746,2276,2993,3480,4293
ECU,COL,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,2,2,2
JOR,GTM,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,
HTI,PAN,,,,,,,,,,,,,,,,,,,,48,35,23,15,6,6,7,7,7,7,7,7,10,10,10,10
BTN,NPL,,,,,,,,,,,,,,,,,9504,75442,85334,103265,105033,106801,108674,105651,107571,108897,110780,112263,103650,104915,106248,107803,110310,104587,88205
IND,ROU,,,,,,,,,,,,,,,,,,,68,68,,,,,,,,,1,,,,,,
MWI,NAM,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,
GIN,CHE,,,,,,,,,,,,,,,,,,,,,,,3,2,4,8,10,13,32,43,54,67,69,71,75
DZA,ISL,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,,,,
ETH,ARE,,,,,,600,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,,,5,3,,
LBN,GRC,,,,,,,,90,90,60,60,,,150,230,,,,6,21,,,,,,22,23,64,62,64,57,42,40,26,2
DZA,ROU,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,2,2,2,2,2,2,2
HUN,CAN,,,,,,,,,,,,,,,,,,,,1161,746,331,153,215,,202,406,558,657,779,829,722,1183,1221,1158
MMR,ISL,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
LKA,FJI,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,
KEN,CHE,,,,,,,,,,,,,,,,,,,,,,,,2,10,10,9,10,11,11,18,18,23,25,24
LBR,VEN,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,,,,3,3,4,4,4,4
CIV,COL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
SYC,ITA,,,,,,,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,
SYR,UKR,,,,,,,,,,,,,,,,,,,,,,,,23,29,36,44,45,42,40,39,37,36,39,42
UGA,SDN,,600,,,35000,73000,50550,170000,200000,200000,250000,197200,100000,10000,9150,40000,6500,3800,3800,3766,,,,,,8577,8497,8264,7983,7901,7895,,,,0
IRN,ISL,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,5,5,5,4,4,4,4,6
COK,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
TKM,NOR,,,,,,,,,,,,,,,,,,,,,,,,5,8,8,12,12,14,18,20,22,5,5,11
CHN,ALB,,,,,,,,,,,,,,,,,,,,,150,150,,,,,,,,,,5,5,4,6
SLE,BRA,,,,,,,,,,,,,,,,,,,,,,,30,36,71,132,146,152,150,151,135,130,130,124,138
EGY,FRA,,,,,,,,,,,,,,,,,,,,,,33,35,104,92,75,66,66,67,80,81,96,104,111,129
DZA,NZL,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,20,21,24,20,22,23,24
*VA,ESP,16000,16500,15000,15000,26000,21000,21500,23500,23700,9900,9300,10200,9200,8691,8676,8303,2043,2307,2181,2178,2179,2180,1667,1576,1319,829,280,16,12,17,17,15,34,35,70
PAK,ARG,,,,,,,,,,,,,,,,,,,,16,,,,20,27,31,30,35,40,42,37,37,36,38,41
COG,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,796,901,858,697,446,511,534,684
FJI,AUS,,,,,,,,,,,,,,,,,,,,,,5,7,21,19,18,18,20,8,12,15,17,61,59,81
KWT,CHE,,,,,,,,,,,,,,,,,,,,,,,,1,8,8,6,6,6,2,2,1,,1,0
ERI,GMB,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,
KAZ,ARG,,,,,,,,,,,,,,,,,,,,,,,,81,81,81,79,79,80,88,96,96,99,23,22
TCD,ESP,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,
ECU,FRA,,,,,,,,,,,,,,,,,,,,,,10,,9,,,19,29,31,33,35,33,30,32,35
ISR,CRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,16,16
BRA,MAR,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,
COG,IND,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,5,1,,,,,,
SYR,CIV,,,,,,,,,,,,,,,,,,,3,3,,,3,3,3,3,3,3,3,3,3,3,,,
COG,ISR,,,,,,,,,,,,,,,,,,,,,,,,1,1,6,,,,,,,,,
TGO,GAB,,,,,,,,,,,,,,,,,,,,,,16,16,10,16,5,5,13,18,18,18,11,11,11,12
PAK,SVK,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,3,2,2,2,2,4,5
ZAF,NLD,,,,,,,,,,,,,,,,,,81,81,82,72,62,42,35,,11,8,4,4,3,2,1,3,3,2
BFA,NER,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
KGZ,CAN,,,,,,,,,,,,,,,,,,,,13,13,14,24,39,,52,75,108,103,202,241,244,203,203,196
PAK,AUS,,,,,,,,,,,,,,,,,,,,,,129,244,437,521,578,561,479,389,363,322,316,440,438,589
VNM,USA,,,,,,,,,,,,,,113734,120243,137577,158999,180326,205469,211376,193004,174633,137787,105692,78355,49008,35110,30501,21250,12382,10238,45757,251,231,259
PAK,LUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CIV,LBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,25,25,24,21,26,25
*ST,SVK,,,,,,,,,,,,,,,,,,,,,,184,281,,,,,,,2,2,2,4,4,8
ARG,CHL,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
ZWE,SOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0
THA,DNK,,,,,,,,,,,,,,,2,2,1,,,,,,,,6,6,1,1,1,1,1,1,1,1,1
SYR,MLT,,,,,,,,,,,,,,,,,,,,2,3,5,5,1,1,1,1,4,7,10,8,11,11,11,18
ZWE,EGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,6
DOM,SWE,,,,,,,,,,,,,,,,,,,,3,3,3,3,4,,4,4,4,4,1,1,1,1,,
SOM,IND,,,,,,,,,,,,,,,,,,,348,352,297,243,205,178,142,84,68,68,66,27,104,130,221,489,655
COD,SOM,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,6,5,3,7,12,5,7,4
MLT,CAN,,,,,,,,,,,,,,,,,,,,7,12,18,14,15,,12,7,7,6,1,2,2,3,3,3
CUB,CAN,,,,,,,,,,,,,,,,,,,,722,696,686,648,641,,812,1025,1020,1005,958,964,969,2014,2041,1988
ISR,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
UGA,SWZ,,,,,,,,,,,,,,,,,,,49,52,49,46,42,43,43,45,45,45,43,43,43,43,43,43,43
ETH,UKR,,,,,,,,,,,,,,,,,,,,,,107,147,155,39,39,35,35,35,33,34,32,31,30,23
SDN,PAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4
CIV,LBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,19158,20000,12408,6592,12590,6865,6607,6414
YEM,CYP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3
EST,USA,,,,,,,,,,,,,,,,,,,,,,53,99,121,195,241,277,284,295,262,242,402,120,108,109
ZMB,BEN,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,
UGA,ZMB,210,,,,80,60,,,,,150,140,1200,,,,60,60,96,96,,,,,,,,,,,,,,108,110
NPL,SWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,8,17,10,13,16
NER,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,12,23,39,65
ZWE,CHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,8,13,17
IRN,PAN,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,3,3,3,3,3,3,3,3,3,3
BDI,TUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
LAO,CHN,,,,,,,,3750,3910,3790,3790,3790,3800,3800,3800,3800,4123,2548,1883,1551,1383,1216,805,,,,,,,,,,,,
BGD,KOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,13,18,19,40
TCD,FIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
TUR,MKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
SAU,BIH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
ETH,IRQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
SEN,CAN,,,,,,,,,,,,,,,,,,,,14,25,37,50,62,,58,45,42,46,50,74,98,149,159,172
MRT,CIV,,,,,,,,,,,,,,,,,,,23,23,,,3,3,3,3,3,3,3,3,4,5,1,1,1
BDI,MOZ,,,,,,,,,,,,,,,,,,,,38,51,64,7,7,71,64,64,64,97,180,442,605,687,718,827
CIV,URY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2
LBY,GBR,,,,,,,,,,,,,,84,84,91,65,41,28,20,20,20,20,20,,5,,,48,52,120,155,169,178,219
DOM,CAN,,,,,,,,,,,,,,,,,,,,25,24,24,40,32,,38,40,31,26,28,32,63,116,126,132
AGO,MLI,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
IRQ,AUS,,,,,,,,,,,,,,,,,,,,,,9724,9009,9821,10364,10521,10504,11899,12157,11471,10859,11147,5851,5945,5663
UKR,HUN,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,13,15,27,52,48,49,49,47
EGY,USA,,,,,,,,,,,,,,,,4,4,15,43,97,277,458,671,1116,1681,2196,2701,3052,2465,2270,2375,4546,4788,4775,4658
IRQ,SGP,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,
BIH,FRA,,,,,,,,,,,,,,,,,,,,,,819,873,945,994,1100,1341,1513,1623,2642,3372,3613,3780,3834,4041
GNB,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,59,51,76,17,19,24,38
COL,ISR,,,,,,,,,,,,,,,,,,,,,,,,,1,2,7,7,7,1,1,,,,
COD,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,
NGA,GIN,,,,,,,,,,,,,,,,,,,1,1,1,1,1,3,3,3,3,7,10,6,5,3,5,3,3
YEM,CHE,,,,,,,,,,,,,,,,,,,,,,,,,7,22,28,42,62,74,86,93,117,166,207
SEN,AUS,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,2,2,4,4,4
MLT,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,20,,,2
*PA,VEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
SLE,TCD,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,59,,,,,,
AZE,CAN,,,,,,,,,,,,,,,,,,,,40,56,64,103,99,,102,153,222,258,376,585,652,727,719,723
BGR,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,993,792,2651,1169,281,206,191
MDG,CHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,5,3,4
ARG,USA,,,,,,,,,,,,,,,,2,2,2,2,2,3,4,5,7,15,36,44,64,73,87,89,139,143,150,152
*VA,ARE,,4000,,,,,,,,,,,,,70,,,,1,1,,,,,,,,,,,,,,,
CMR,LBR,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,
TGO,GBR,,,,,,,,,,,,,,,,,,,,5,7,10,15,25,,25,25,25,47,45,51,50,49,40,42
POL,ARG,,,,,,,,,,,,,,,,,,,1,1,,,,2,2,2,2,,,,,,,,
HTI,CHL,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,5,5,4,
ERI,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,10,,2,4,4,4
ISR,CAN,,,,,,,,,,,,,,,,,,,,732,780,828,806,671,,264,281,137,104,177,292,440,645,622,636
DZA,GRC,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,8,8,8,8,8,7,7
KWT,IDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
*VA,COM,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,1,,,
RWA,BRA,,,,,,,,,,,,,,,,,,,,,9,13,17,20,17,16,16,16,16,16,19,17,17,16,18
BRB,USA,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,4,4,1,1
ESH,MRT,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,26000,26000,26000
MDG,CAN,,,,,,,,,,,,,,,,,,,,1,1,1,5,5,,5,7,8,4,4,5,9,14,10,10
ISL,CAN,,,,,,,,,,,,,,,,,,,,,,4,4,4,,4,,,,,,,,,
*ST,IRQ,,,,,,,,,,,,,,,,,3500,,,,,,,,,,,,,,,,,,
ZWE,HKG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,0
AZE,AUS,,,,,,,,,,,,,,,,,,,,,,12,4,,,1,1,1,2,2,2,2,4,4,4
TUN,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
