OD	"Sudan"	"Germany"	"Uganda"	"Iran"	"Philippines"	"South Africa"	"Paraguay"	"Colombia"	"Mauritius"	"Cambodia"	"Malawi"	"Brunei"	"Somalia"	"Sri Lanka"	"Argentina"	"Afghanistan"	"Eritrea"	"Iraq"	"United Kingdom"	"Nicaragua"	"Chile"	"Kazakhstan"	"Armenia"	"Angola"	"China"	"Comoros"	"Pakistan"	"Namibia"	"Norway"	"Peru"	"Cuba"	"Costa Rica"	"Russia"	"Zimbabwe"	"Guinea-Bissau"	"Uruguay"	"Syria"	"Mali"	"Liberia"	"Kenya"	"Senegal"	"Israel"	"Zambia"	"Sierra Leone"	"Vanuatu"	"Ethiopia"	"Greece"	"Albania"	"Tonga"	"Tanzania"	"Jordan"	"Tuvalu"	"Cameroon"	"South Korea"	"Various"	"Georgia"	"Central Afr. Rep."	"Yemen"	"Hungary"	"Guinea"	"Côte d'Ivoire"	"Honduras"	"Mauritania"	"Bangladesh"	"Burkina Faso"	"Bahrain"	"Nepal"	"Burundi"	"Ghana"	"Botswana"	"Austria"	"Nigeria"	"Indonesia"	"Romania"	"Stateless"	"Macedonia"	"Mongolia"	"Libya"	"Benin"	"Mexico"	"Kuwait"	"Palestine"	"Western Sahara"	"Congo, Dem.Rep."	"Moldova"	"Cape Verde"	"Chad"	"Poland"	"France"	"Algeria"	"Uzbekistan"	"Rwanda"	"Morocco"	"Saudi Arabia"	"India"	"North Korea"	"Mozambique"	"Togo"	"Panama"	"Bosnia & Herz."	"Djibouti"	"Bulgaria"	"Estonia"	"Thailand"	"Bolivia"	"Ukraine"	"Venezuela"	"Turkey"	"Congo"	"Spain"	"El Salvador"	"Fiji"	"Qatar"	"Trinidad & Tobago"	"Croatia"	"Samoa"	"Lebanon"	"Gambia"	"Kyrgyzstan"	"Brazil"	"Belarus"	"Czech Rep."	"Laos"	"Dominica"	"Sweden"	"Belize"	"United States"	"Equatorial Guinea"	"Turkmenistan"	"Belgium"	"Ecuador"	"Niger"	"Slovenia"	"Malaysia"	"Australia"	"Serbia"	"Tajikistan"	"Tibetans"	"Latvia"	"Madagascar"	"Myanmar"	"Dominican Rep."	"Bhutan"	"Solomon Islands"	"Tunisia"	"Egypt"	"Denmark"	"Haiti"	"Guyana"	"Swaziland"	"Viet Nam"	"Guatemala"	"Cyprus"	"Finland"	"Slovakia"	"Antigua & Barbuda"	"Martinique"	"Azerbaijan"	"New Zealand"	"Lithuania"	"Portugal"	"Netherlands"	"Emirates"	"Gabon"	"Italy"	"Montenegro"	"Saint Lucia"	"Japan"	"Maldives"	"Suriname"	"Hong Kong"	"St Vincent"	"Papua New Guinea"	"Grenada"	"Canada"	"Sao Tome"	"Luxembourg"	"Seychelles"	"Jamaica"	"Lesotho"	"Oman"	"Andorra"	"Timor-Leste"	"Switzerland"	"Singapore"	"St Kitts"	"Ireland"	"Iceland"	"Kiribati"	"Monaco"	"Malta"	"San Marino"	"Barbados"	"Gibraltar"	"Bahamas"	"Macao SAR"	"Nauru"	"Bermuda"	"Puerto Rico"	"French Guiana"	"Palau"	"Holy See"	"Cook Islands"	"French Polynesia"	"Turks"
"Peru"	0	466	0	0	0	0	0	14	0	0	0	0	0	0	470	0	0	0	2	2	224	0	0	0	0	0	0	0	5	0	0	230	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	266	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	447	0	7	0	0	35	0	0	0	0	0	0	0	0	0	38	0	0	0	0	454	0	2594	0	0	2	38	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	9	0	0	5	0	0	0	0	0	0	0	0	0	1589	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cuba"	0	619	0	0	0	0	36	40	0	0	0	0	0	0	265	0	0	0	4	12	48	0	0	2	0	0	0	0	0	535	0	575	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	7	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	3	112	0	0	0	0	0	0	0	0	0	87	0	0	5	0	0	37	0	5	0	0	304	0	0	0	0	0	0	0	0	0	105	0	27	0	0	111	0	29400	0	0	1	57	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	9	0	8	3	0	0	0	4	0	16	9	0	0	24	0	0	0	0	0	0	0	0	0	969	0	0	0	0	0	0	0	0	56	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Costa Rica"	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Russia"	0	25347	0	0	0	0	8	0	0	0	0	0	0	0	39	0	0	0	1970	0	6	3713	1	0	0	0	8	0	3034	18	0	19	0	0	0	11	0	0	0	0	0	0	0	0	0	0	18	0	0	0	92	0	0	1	0	1362	0	0	134	0	0	0	0	0	0	0	0	0	0	0	8723	0	0	3	0	0	0	0	0	5	0	0	0	0	30	0	0	6024	5945	0	0	0	0	0	0	0	0	0	2	0	0	8	0	0	13	128	0	0	0	492	0	0	0	0	0	0	0	0	0	8	0	390	0	0	1493	0	86914	0	8	5425	14	0	7	7	89	0	0	0	3	0	0	0	0	0	2	4	485	0	0	4	0	4	43	277	14	0	0	2425	3	378	4	1362	0	0	262	0	0	0	0	0	2	0	3	0	1916	0	0	0	0	0	0	0	0	389	0	0	292	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zimbabwe"	0	37	0	0	0	211	0	0	0	0	0	0	0	0	2	0	0	0	8062	0	0	0	0	0	2	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	87	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	13	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	23	0	1025	0	0	0	0	0	1	0	113	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	124	0	4	13	0	0	0	0	0	0	0	0	0	0	0	0	2674	0	0	0	0	0	0	0	0	3	0	0	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Guinea-Bissau"	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	1	0	11	0	0	0	0	3	0	30	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	15	26	0	0	4	0	0	0	0	0	1	0	0	0	18	0	0	0	0	0	0	0	0	13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Uruguay"	0	29	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	17	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Syria"	0	5845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	663	286	0	0	0	0	0	0	0	8	0	146	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	50	0	0	0	42	0	0	0	0	0	0	25	46	0	3	0	0	0	0	0	0	0	0	0	167	0	1	28	0	0	0	0	1	0	0	0	0	0	17	0	0	7	216	3	0	0	2	5	0	0	0	0	0	1	0	79	0	1	0	37	0	2	0	21	0	0	0	0	0	0	6	0	0	5	0	14	0	0	1065	0	423	0	0	100	1	0	0	0	123	0	0	0	0	0	0	0	0	0	5	4	213	0	0	0	0	0	50	42	0	0	0	1	38	0	0	1559	71	0	62	0	0	0	0	0	0	0	0	0	415	0	0	0	0	0	7	0	0	388	0	0	29	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mali"	0	43	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	1	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	228	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	9	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Liberia"	0	227	1	0	2	217	0	3	0	0	0	0	0	0	74	0	0	0	394	1	3	0	0	63	0	0	0	0	864	0	1	0	0	0	88	1	1	411	0	0	268	77	0	27311	0	0	6	0	0	0	0	0	85	0	0	0	36	0	28	21816	25615	0	163	0	0	0	0	0	35653	2	20	5778	0	4	0	0	0	153	1	0	0	0	0	0	0	0	0	11	203	28	0	0	27	20	1	0	1	8	3	0	0	12	0	9	0	2	4	0	0	39	0	0	0	0	0	0	4	771	0	256	1	4	0	0	196	0	33992	0	0	15	3	2	1	15	2307	0	0	0	0	0	0	0	0	0	0	7	28	0	0	36	0	0	0	18	0	0	0	0	4	0	4	733	0	2	899	0	0	0	0	0	3	0	0	0	1436	0	0	0	0	0	0	0	0	30	0	0	40	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Kenya"	0	344	49	0	0	22	0	0	0	0	1	0	0	0	0	0	0	0	1563	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	8	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	1667	0	0	0	0	0	0	0	893	0	0	0	0	0	0	0	0	0	0	0	16	0	0	1	0	0	0	0	0	0	0	0	0	0	0	28	0	0	3	0	0	0	0	0	0	0	0	0	567	0	0	0	0	0	0	0	0	18	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Senegal"	0	122	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	4	138	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	6946	0	0	0	2	0	0	5	0	280	0	0	6	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	5	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Israel"	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	5	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	141	0	0	5	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	440	0	0	0	0	0	0	0	0	1	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zambia"	0	23	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	102	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sierra Leone"	0	356	1	0	0	52	1	5	0	0	0	0	0	0	75	0	0	0	4172	3	0	0	0	68	0	0	0	1	118	0	0	0	0	0	198	1	1	1344	3566	0	141	4	0	0	0	0	24	0	0	0	0	0	9	0	0	0	6	0	80	5259	342	0	304	2	0	0	0	0	103	4	43	1667	0	12	0	0	0	108	2	3	0	0	0	0	2	0	0	5	308	1	0	0	36	0	1	0	1	10	1	0	0	12	0	1	0	10	0	1	0	131	0	0	0	0	0	0	9	5955	0	130	0	0	0	0	145	0	10066	0	0	16	0	0	9	0	2103	0	0	0	0	0	0	0	0	0	0	61	28	0	0	13	0	0	14	28	0	0	0	0	1	0	95	3830	0	9	283	0	0	0	0	0	0	0	0	0	1323	0	0	0	0	0	0	0	0	48	0	0	77	1	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vanuatu"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ethiopia"	11009	2739	128	0	1	125	0	0	0	0	5	0	620	0	4	0	77	0	2853	0	1	1	0	0	2	0	0	1	1003	0	31	0	1	0	0	0	8	0	0	16428	1	53	0	0	0	0	26	0	0	0	0	0	0	7	0	0	0	1896	55	0	10	0	0	0	0	0	3	1	0	9	87	33	1	4	0	0	0	4	5	3	0	0	0	0	5	0	0	14	347	0	0	5	1	0	2	0	0	0	2	0	551	55	0	1	2	32	0	1	0	79	0	0	0	0	0	0	0	1	0	19	16	10	0	0	386	0	24853	0	0	40	0	0	1	0	1923	1	0	0	0	0	0	0	0	0	0	507	102	0	0	25	0	0	4	47	0	0	0	0	224	0	2	697	5	2	1518	0	0	11	0	0	7	0	0	0	4753	0	0	0	0	0	0	0	0	454	0	0	53	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Greece"	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	27	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Albania"	0	963	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	1378	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	172	0	0	8	0	0	0	0	0	4	0	0	0	0	0	0	0	1	1239	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	13	0	0	155	0	7792	0	0	165	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	18	0	0	0	0	0	0	0	116	0	0	276	0	0	0	0	0	0	0	0	0	1327	0	0	0	0	0	0	0	0	92	0	0	153	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tonga"	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tanzania"	0	45	1	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	310	1	0	0	0	3	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	16	0	129	0	0	5	0	0	0	0	513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	10	0	2	0	0	0	0	0	0	0	0	0	0	456	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Jordan"	0	596	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	11	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	8	0	0	0	0	0	0	17	0	0	0	0	1	0	0	131	0	434	0	0	4	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	9	6	0	0	0	0	16	0	0	5	0	0	3	0	0	0	0	0	0	0	1	0	217	0	0	0	0	0	0	0	0	23	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tuvalu"	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cameroon"	0	761	0	0	0	81	0	0	0	0	0	0	0	0	2	0	0	0	731	0	0	0	0	0	0	0	0	2	36	0	0	0	0	0	0	3	0	20	0	0	11	0	0	0	0	1	4	0	0	0	0	0	0	4	0	0	2	0	105	1	1	0	0	0	7	0	0	0	0	1	97	28	0	3	0	0	0	0	10	0	0	0	0	0	0	0	0	15	472	9	0	0	5	0	0	0	0	6	4	0	0	5	0	0	1	1	0	0	0	26	0	0	0	0	0	0	0	0	0	6	0	0	0	0	23	0	6713	0	0	82	1	4	2	0	18	0	0	0	0	0	0	0	0	0	0	1	17	0	0	0	0	0	6	34	0	0	0	0	1	0	0	189	0	0	248	0	0	0	0	0	1	0	0	0	379	0	0	0	0	0	0	0	0	76	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"South Korea"	0	1109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	15	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Various"	0	72847	0	0	0	4764	0	0	0	0	0	0	0	0	0	0	0	0	106780	0	0	0	0	0	0	1	0	0	558	0	0	278	9	243	4	16	0	86	0	0	0	0	9542	0	0	0	28	0	0	2596	0	0	13	0	0	0	0	0	127	0	0	0	4	0	0	0	0	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	5318	1	22610	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	75	15	0	0	0	0	0	0	0	0	0	0	0	79	0	0	3973	0	2132	0	0	1710	0	0	0	0	393	0	0	0	0	0	0	0	0	0	0	0	1026	0	0	0	0	0	0	581	10	0	0	0	68	0	56	2528	0	0	3390	0	0	135	0	0	0	0	0	0	919	0	2206	0	0	0	0	0	0	172	0	0	442	0	0	0	612	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Georgia"	0	1173	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	37	0	0	0	1	0	0	0	0	0	49	2	0	0	120	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	291	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	24	1668	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	80	0	0	0	82	0	0	0	0	0	0	0	0	0	10	121	21	0	0	106	0	1289	0	0	31	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	39	3	0	0	0	0	1	2	0	467	0	0	41	0	0	0	0	0	0	0	0	0	297	0	0	0	0	0	0	0	0	81	0	0	145	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Central Afr. Rep."	0	13	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	10	0	0	0	0	0	22342	0	0	0	0	0	0	1	19	0	10	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	4	0	0	0	0	31	0	0	48400	0	468	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	29	0	200	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	3	4	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	2	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Yemen"	0	161	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	44	0	359	0	0	16	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	204	8	0	0	0	0	0	3	0	0	0	0	0	7	1	0	62	0	0	1	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	93	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
